rechargeM,202105,3358636878,7035639256,10694616962,14471710580,17932558642,21174838454,24814820671,28452056503,32073946300,35608785187,39147054460,42571370159,45866950923,49565855909,53039188610,56667201267,60233300952,63822408700,67172619986,70459365647,74014551958,77489795502,81019647288,84569770174,88194097453,91676712370,95057969379,98819522659,102499343424,106208836150,109815205433
rechargeM,202106,3722105358,7281532942,10630846066,14189391724,17605573081,21209507791,24732358281,28370806557,31821016930,35162321569,38852302266,42449478468,46123542922,49845387620,53511416646,56971619214,60338633498,64016458411,67524573135,71042359796,74573617988,78129173596,81622173772,84986075991,88639738532,92296412370,95938770385,99588389483,103333663125,106964889702,0
rechargeM,202107,3563130531,7418684862,11205629780,14947518662,18603033213,22262190353,25841928679,29240630509,33079104659,36623145194,40272775777,43895830660,47606699858,51176883935,54500698014,58277218501,62012754797,65768061948,69424629500,73134853503,76737404570,80174181346,83972846655,87770439996,91566188027,95268666523,99049716189,102670087487,106070734147,110009201316,114065078848
rechargeM,202108,4007805031,7954031346,11892418494,15533337322,19066557901,22981987715,26865285510,30780775813,34601498205,38438088616,42137298353,45575566652,49501679557,53305507773,57225210963,61035004151,64934885453,68550843502,72029983965,76087496154,79728896472,83672831725,87330835747,91104100327,94685562303,98185168931,102048903888,105861199923,109695140038,113578416188,117470861508
rechargeM,202109,3761298397,7303516285,11287211108,15254337604,19356278025,23274904676,27229360929,30974350981,34548698461,38531089311,42379992261,46291679418,50049992734,53888815773,57591836577,61187488441,65164080550,68995554453,72801443169,76562833037,80328431023,83980772597,87471580515,91343931527,95148284630,99123519830,102899434989,106773578077,110443537641,113995473285,0
rechargeM,202110,4185242993,8214086618,12344268521,16260815971,20260969760,24070596139,27641379745,31762107216,35448172642,39288568080,43072843743,46862589571,50600148449,54064657902,58018273615,61987122867,66043353471,69840080891,73561577431,77452515681,81150368354,85223680794,89175966294,93233129272,97067140881,100996518442,104768026604,108378380581,112418966341,116417443900,120666340187
rechargeM,202111,4153875708,8262129376,12082991079,15755216482,19924579810,23981262437,28254415110,32082326426,36092771713,39887060068,43478507588,47604401544,51531334432,55740044147,59656965385,63720314004,67555113245,71094968516,75171302503,79142934936,83287588034,87235518790,91238787315,95006856438,98661596233,102775233461,106827699541,111215336666,115369073010,119639008420,0
rechargeM,202112,4099601276,7844792448,12206214386,16501677049,20913158376,25152193832,29448425579,33382054562,37052924563,41204877930,45094868196,49474487617,53577854931,57777258890,61698666761,65470708606,69947486767,74343446315,78974714527,83486981240,88233471820,93010063451,97735398251,103225497937,107643767996,111762365748,115926896676,120054792329,124010023338,127891991988,132856791180
recharge,202201,3857961030,3762749486,3758939888,3753347708,3829266285,3615164993,3486073602,3873911843,3748151944,3808649577,3761208716,4111545530,3751474397,3517351506,3929995450,3845495908,3813064957,3784917474,3838425709,3612371247,3520762144,3907639093,3830036064,3727753344,3731702034,3629771119,3598105165,3506450482,3934880589,3849480541,3870558392
recharge,202202,3929397828,3906307808,3774986896,3679779842,4024749442,3895535511,4123446287,3906992945,3883322198,3745954768,3567632091,3859253222,3776991273,3872584661,3749433090,3704588508,3600205710,3471685648,3776569938,3612250927,3686471765,3629062270,3696210847,3540318560,3432436136,3680339238,3595639935,3680015337,3680015337,0,0
recharge,202203,3563441873,3786780381,3647272065,3359745164,3806730738,3626587758,3683358544,3611547425,3640606023,3529403783,3400360243,3620463247,3499097230,3546826086,3286962518,3544897966,3462482498,3257881295,3416298302,3429089212,3423451125,3466914632,3542634629,3349209437,3279535855,3542526326,3512724680,3575379244,3782251972,3726067869,3887777791
rechargeM,202201,3857961030,7620710516,11379650404,15132998112,18962264397,22577429390,26063502992,29937414835,33685566779,37494216355,41255425072,45366970602,49118444999,52635796506,56565791956,60411287864,64224352822,68009270296,71847696004,75460067251,78980829395,82888468488,86718504552,90446257896,94177959931,97807731049,101405836214,104912286696,108847167285,112696647827,116567206219
rechargeM,202202,3929397828,7835705636,11610692533,15290472375,19315221817,23210757328,27334203615,31241196560,35124518757,38870473526,42438105616,46297358838,50074350111,53946934772,57696367862,61400956370,65001162080,68472847728,72249417666,75861668593,79548140358,83177202628,86873413475,90413732035,93846168171,97526507409,101122147344,104802162682,104802162682,,
rechargeM,202203,3563441873,7350222254,10997494319,14357239482,18163970220,21790557978,25473916522,29085463947,32726069970,36255473753,39655833996,43276297243,46775394473,50322220559,53609183076,57154081043,60616563540,63874444835,67290743138,70719832349,74143283474,77610198106,81152832735,84502042172,87781578027,91324104353,94836829033,98412208276,102194460249,105920528117,109808305908
Gross,202201,16798,16519,16499,16433,15412,16166,16342,15511,16497,16071,15824,14812,15704,15604,16268,16104,16127,15671,14793,15433,15927,15636,15650,15847,15967,15233,16371,15842,18577,15298,16071
Gross,202202,16351,15335,16085,16261,16714,16437,16417,15745,14738,15626,15526,15434,16415,15991,15592,14719,15356,15847,16187,16023,16046,15888,15157,16289,15763,15558,15572,15768,15768,0,0
Gross,202203,15629,14658,15376,15543,15976,15712,15692,15050,14088,14936,14841,14753,15690,15285,14904,14070,14678,15148,15472,15316,15338,15186,14488,15570,15067,14871,14885,15072,14675,14021,16986
recharge,202204,3368765072,3204829016,3376969629,3810892050,3298968183,3327003106,3170834648,3029314067,3369221871,3238689682,3228558474,3243206322,3210897567,2997146443,3014290875,3266744311,3251669544,3299147144,3212985918,3254415912,3045104845,2975836079,3333406219,3213177522,3280431865,3183542820,3574266331,3242001750,2984386273,3497179543,0
recharge,202205,3358636878,3677002378,3658977707,3777093617,3460848062,3242279812,3639982216,3637235832,3621889797,3534838887,3538269273,3424315699,3295580765,3698904986,3473332701,3628012657,3566099685,3589107748,3350211287,3286745661,3555186310,3475243545,3529851785,3550122887,3624327278,3482614917,3381257010,3761553279,3679820765,3709492726,3606369283
recharge,202206,3722105358,3559427585,3349313124,3558545658,3416181357,3603934710,3522850489,3638448276,3450210373,3341304640,3689980697,3597176202,3674064454,3721844698,3666029026,3460202569,3367014284,3677824913,3508114724,3517786661,3531258193,3555555608,3493000176,3363902219,3653662542,3656673837,3642358015,3649619098,3745273643,3631226577,0
recharge,202207,3563130531,3855554331,3786944917,3741888882,3655514551,3659157140,3579738326,3398701830,3838474150,3544040535,3649630583,3623054883,3710869198,3570184077,3323814079,3776520487,3735536296,3755307151,3656567552,3710224003,3602551068,3436776775,3798665309,3797593341,3795748031,3702478496,3781049666,3620371298,3400646660,3938467169,4055877532
recharge,202208,4007805031,3946226315,3938387148,3640918828,3533220580,3915429814,3883297794,3915490303,3820722392,3836590411,3699209737,3438268299,3926112906,3803828215,3919703190,3809793188,3899881302,3615958049,3479140463,4057512189,3641400318,3943935252,3658004023,3773264580,3581461975,3499606629,3863734957,3812296035,3833940115,3883276150,3892445320
recharge,202209,3761298397,3542217888,3983694823,3967126496,4101940420,3918626652,3954456252,3744990052,3574347481,3982390850,3848902950,3911687157,3758313316,3838823038,3703020805,3595651864,3976592109,3831473903,3805888716,3761389868,3765597986,3652341574,3490807918,3872351012,3804353103,3975235200,3775915159,3874143088,3669959564,3551935644,0
recharge,202210,4185242993,4028843625,4130181903,3916547450,4000153789,3809626379,3570783607,4120727471,3686065426,3840395438,3784275663,3789745829,3737558878,3464509454,3953615712,3968849252,4056230604,3796727421,3721496540,3890938250,3697852673,4073312440,3952285500,4057162978,3834011609,3929377561,3771508162,3610353977,4040585760,3998477559,4248896288
recharge,202211,4153875708,4108253667,3820861703,3672225403,4169363328,4056682627,4273152673,3827911317,4010445287,3794288355,3591447520,4125893956,3926932888,4208709715,3916921238,4063348618,3834799241,3539855271,4076333987,3971632433,4144653098,3947930756,4003268525,3768069123,3654739796,4113637228,4052466080,4387637125,4153736344,4269935410,0
recharge,202212,4099601276,3745191171,4361421938,4295462663,4411481327,4239035455,4296231748,3933628983,3670870000,4151953367,3889990266,4379619420,4103367314,4199403959,3921407872,3772041845,4476778161,4395959548,4631268212,4512266713,4746490580,4776591631,4725334801,5490099686,4418270059,4118597753,4164530928,4127895653,3955231009,3881968650,4964799191
Gross,202204,14877,15292,15038,15020,14960,14030,14717,14205,14121,15018,14630,14405,13484,14297,14499,14810,14660,14681,14266,13467,14049,14421,14234,14247,14427,14536,13868,14903,15707,16912,0
Gross,202205,15406,15387,15326,14373,15077,15241,15666,15385,14988,14757,13814,14646,14552,14466,15019,15040,14615,13796,14393,14854,15172,14596,14780,14891,14207,15268,14774,14582,14267,14988,14390
Gross,202206,14747,15469,15638,16073,15807,15788,15724,14173,15027,14931,14842,15786,15378,15141,14155,14767,15240,15566,15409,15431,14995,14577,15665,15159,14961,14976,15164,15279,14106,17090,0
Gross,202207,15646,16082,15815,15796,15732,14755,15477,14938,14850,15794,15386,15149,14181,15035,15248,15574,15417,15439,15003,14163,14775,15166,14969,14983,15172,15287,14584,15673,16518,17786,14646
Gross,202208,16363,16297,15284,16032,16207,16659,16383,15938,15693,14689,15574,15474,15383,16360,15993,15541,14671,15305,15795,16133,15971,15716,15835,15107,16235,15711,15506,15521,15938,15302,14619
Gross,202209,15802,15974,16419,16147,16127,16063,15065,15350,15252,15162,16125,15709,15467,14478,15085,15568,15901,15741,15763,15317,14460,16002,15485,15283,15298,15490,15607,14890,17457,16865,0
Gross,202210,16573,16298,16278,16213,15206,15950,16124,15303,16276,15856,15612,14614,15494,15395,16050,15888,15911,15461,14595,15226,15714,15426,15441,15635,15753,15029,16152,15630,18329,15093,15856
Gross,202211,16081,15081,15819,15992,16437,16165,16145,15484,14494,15368,15269,15179,16143,15726,15335,14476,15102,15585,15919,15758,15781,15625,14907,16020,15502,15300,15315,15508,15099,14425,0
Gross,202212,17358,17547,18036,17738,17716,17645,16548,16862,16754,16655,17713,17256,16991,15904,16571,17101,17468,17291,17316,16826,15884,17578,17010,16789,16804,17016,17145,16357,19177,18526,19947
rechargeM,202204,3368765072,6573594088,9950563717,13761455766,17060423949,20387427056,23558261704,26587575771,29956797642,33195487324,36424045798,39667252120,42878149687,45875296130,48889587006,52156331317,55408000860,58707148004,61920133922,65174549834,68219654679,71195490758,74528896977,77742074499,81022506363,84206049183,87780315514,91022317264,94006703537,97503883080,0
rechargeM,202205,3358636878,7035639256,10694616962,14471710580,17932558642,21174838454,24814820671,28452056503,32073946300,35608785187,39147054460,42571370159,45866950923,49565855909,53039188610,56667201267,60233300952,63822408700,67172619986,70459365647,74014551958,77489795502,81019647288,84569770174,88194097453,91676712370,95057969379,98819522659,102499343424,106208836150,109815205433
rechargeM,202206,3722105358,7281532942,10630846066,14189391724,17605573081,21209507791,24732358281,28370806557,31821016930,35162321569,38852302266,42449478468,46123542922,49845387620,53511416646,56971619214,60338633498,64016458411,67524573135,71042359796,74573617988,78129173596,81622173772,84986075991,88639738532,92296412370,95938770385,99588389483,103333663125,106964889702,0
rechargeM,202207,3563130531,7418684862,11205629780,14947518662,18603033213,22262190353,25841928679,29240630509,33079104659,36623145194,40272775777,43895830660,47606699858,51176883935,54500698014,58277218501,62012754797,65768061948,69424629500,73134853503,76737404570,80174181346,83972846655,87770439996,91566188027,95268666523,99049716189,102670087487,106070734147,110009201316,114065078848
rechargeM,202208,4007805031,7954031346,11892418494,15533337322,19066557901,22981987715,26865285510,30780775813,34601498205,38438088616,42137298353,45575566652,49501679557,53305507773,57225210963,61035004151,64934885453,68550843502,72029983965,76087496154,79728896472,83672831725,87330835747,91104100327,94685562303,98185168931,102048903888,105861199923,109695140038,113578416188,117470861508
rechargeM,202209,3761298397,7303516285,11287211108,15254337604,19356278025,23274904676,27229360929,30974350981,34548698461,38531089311,42379992261,46291679418,50049992734,53888815773,57591836577,61187488441,65164080550,68995554453,72801443169,76562833037,80328431023,83980772597,87471580515,91343931527,95148284630,99123519830,102899434989,106773578077,110443537641,113995473285,0
rechargeM,202210,4185242993,8214086618,12344268521,16260815971,20260969760,24070596139,27641379745,31762107216,35448172642,39288568080,43072843743,46862589571,50600148449,54064657902,58018273615,61987122867,66043353471,69840080891,73561577431,77452515681,81150368354,85223680794,89175966294,93233129272,97067140881,100996518442,104768026604,108378380581,112418966341,116417443900,120666340187
rechargeM,202211,4153875708,8262129376,12082991079,15755216482,19924579810,23981262437,28254415110,32082326426,36092771713,39887060068,43478507588,47604401544,51531334432,55740044147,59656965385,63720314004,67555113245,71094968516,75171302503,79142934936,83287588034,87235518790,91238787315,95006856438,98661596233,102775233461,106827699541,111215336666,115369073010,119639008420,0
rechargeM,202212,4099601276,7844792448,12206214386,16501677049,20913158376,25152193832,29448425579,33382054562,37052924563,41204877930,45094868196,49474487617,53577854931,57777258890,61698666761,65470708606,69947486767,74343446315,78974714527,83486981240,88233471820,93010063451,97735398251,103225497937,107643767996,111762365748,115926896676,120054792329,124010023338,127891991988,132856791180
recharge,202301,3857961030,3762749486,3758939888,3753347708,3829266285,3615164993,3486073602,3873911843,3748151944,3808649577,3761208716,4111545530,3751474397,3517351506,3929995450,3845495908,3813064957,3784917474,3838425709,3612371247,3520762144,3907639093,3830036064,3727753344,3731702034,3629771119,3598105165,3506450482,3934880589,3849480541,3870558392
recharge,202302,3929397828,3906307808,3774986896,3679779842,4024749442,3895535511,4123446287,3906992945,3883322198,3745954768,3567632091,3859253222,3776991273,3872584661,3749433090,3704588508,3600205710,3471685648,3776569938,3612250927,3686471765,3629062270,3696210847,3540318560,3432436136,3680339238,3595639935,3680015337,3680015337,0,0
recharge,202303,3563441873,3786780381,3647272065,3359745164,3806730738,3626587758,3683358544,3611547425,3640606023,3529403783,3400360243,3620463247,3499097230,3546826086,3286962518,3544897966,3462482498,3257881295,3416298302,3429089212,3423451125,3466914632,3542634629,3349209437,3279535855,3542526326,3512724680,3575379244,3782251972,3726067869,3887777791
recharge,202304,3368765072,3204829016,3376969629,3810892050,3298968183,3327003106,3170834648,3029314067,3369221871,3238689682,3228558474,3243206322,3210897567,2997146443,3014290875,3266744311,3251669544,3299147144,3212985918,3254415912,3045104845,2975836079,3333406219,3213177522,3280431865,3183542820,3574266331,3242001750,2984386273,3497179543,0
recharge,202305,3358636878,3677002378,3658977707,3777093617,3460848062,3242279812,3639982216,3637235832,3621889797,3534838887,3538269273,3424315699,3295580765,3698904986,3473332701,3628012657,3566099685,3589107748,3350211287,3286745661,3555186310,3475243545,3529851785,3550122887,3624327278,3482614917,3381257010,3761553279,3679820765,3709492726,3606369283
recharge,202306,3722105358,3559427585,3349313124,3558545658,3416181357,3603934710,3522850489,3638448276,3450210373,3341304640,3689980697,3597176202,3674064454,3721844698,3666029026,3460202569,3367014284,3677824913,3508114724,3517786661,3531258193,3555555608,3493000176,3363902219,3653662542,3656673837,3642358015,3649619098,3745273643,3631226577,0
recharge,202307,3563130531,3855554331,3786944917,3741888882,3655514551,3659157140,3579738326,3398701830,3838474150,3544040535,3649630583,3623054883,3710869198,3570184077,3323814079,3776520487,3735536296,3755307151,3656567552,3710224003,3602551068,3436776775,3798665309,3797593341,3795748031,3702478496,3781049666,3620371298,3400646660,3938467169,4055877532
recharge,202308,4007805031,3946226315,3938387148,3640918828,3533220580,3915429814,3883297794,3915490303,3820722392,3836590411,3699209737,3438268299,3926112906,3803828215,3919703190,3809793188,3899881302,3615958049,3479140463,4057512189,3641400318,3943935252,3658004023,3773264580,3581461975,3499606629,3863734957,3812296035,3833940115,3883276150,3892445320
recharge,202309,3761298397,3542217888,3983694823,3967126496,4101940420,3918626652,3954456252,3744990052,3574347481,3982390850,3848902950,3911687157,3758313316,3838823038,3703020805,3595651864,3976592109,3831473903,3805888716,3761389868,3765597986,3652341574,3490807918,3872351012,3804353103,3975235200,3775915159,3874143088,3669959564,3551935644,0
recharge,202310,4185242993,4028843625,4130181903,3916547450,4000153789,3809626379,3570783607,4120727471,3686065426,3840395438,3784275663,3789745829,3737558878,3464509454,3953615712,3968849252,4056230604,3796727421,3721496540,3890938250,3697852673,4073312440,3952285500,4057162978,3834011609,3929377561,3771508162,3610353977,4040585760,3998477559,4248896288
recharge,202311,4153875708,4108253667,3820861703,3672225403,4169363328,4056682627,4273152673,3827911317,4010445287,3794288355,3591447520,4125893956,3926932888,4208709715,3916921238,4063348618,3834799241,3539855271,4076333987,3971632433,4144653098,3947930756,4003268525,3768069123,3654739796,4113637228,4052466080,4387637125,4153736344,4269935410,0
recharge,202312,4099601276,3745191171,4361421938,4295462663,4411481327,4239035455,4296231748,3933628983,3670870000,4151953367,3889990266,4379619420,4103367314,4199403959,3921407872,3772041845,4476778161,4395959548,4631268212,4512266713,4746490580,4776591631,4725334801,5490099686,4418270059,4118597753,4164530928,4127895653,3955231009,3881968650,4964799191
Gross,202301,16798,16519,16499,16433,15412,16166,16342,15511,16497,16071,15824,14812,15704,15604,16268,16104,16127,15671,14793,15433,15927,15636,15650,15847,15967,15233,16371,15842,18577,15298,16071
Gross,202302,16351,15335,16085,16261,16714,16437,16417,15745,14738,15626,15526,15434,16415,15991,15592,14719,15356,15847,16187,16023,16046,15888,15157,16289,15763,15558,15572,15768,15768,0,0
Gross,202303,15629,14658,15376,15543,15976,15712,15692,15050,14088,14936,14841,14753,15690,15285,14904,14070,14678,15148,15472,15316,15338,15186,14488,15570,15067,14871,14885,15072,14675,14021,16986
Gross,202304,14877,15292,15038,15020,14960,14030,14717,14205,14121,15018,14630,14405,13484,14297,14499,14810,14660,14681,14266,13467,14049,14421,14234,14247,14427,14536,13868,14903,15707,16912,0
Gross,202305,15406,15387,15326,14373,15077,15241,15666,15385,14988,14757,13814,14646,14552,14466,15019,15040,14615,13796,14393,14854,15172,14596,14780,14891,14207,15268,14774,14582,14267,14988,14390
Gross,202306,14747,15469,15638,16073,15807,15788,15724,14173,15027,14931,14842,15786,15378,15141,14155,14767,15240,15566,15409,15431,14995,14577,15665,15159,14961,14976,15164,15279,14106,17090,0
Gross,202307,15646,16082,15815,15796,15732,14755,15477,14938,14850,15794,15386,15149,14181,15035,15248,15574,15417,15439,15003,14163,14775,15166,14969,14983,15172,15287,14584,15673,16518,17786,14646
Gross,202308,16363,16297,15284,16032,16207,16659,16383,15938,15693,14689,15574,15474,15383,16360,15993,15541,14671,15305,15795,16133,15971,15716,15835,15107,16235,15711,15506,15521,15938,15302,14619
Gross,202309,15802,15974,16419,16147,16127,16063,15065,15350,15252,15162,16125,15709,15467,14478,15085,15568,15901,15741,15763,15317,14460,16002,15485,15283,15298,15490,15607,14890,17457,16865,0
Gross,202310,16573,16298,16278,16213,15206,15950,16124,15303,16276,15856,15612,14614,15494,15395,16050,15888,15911,15461,14595,15226,15714,15426,15441,15635,15753,15029,16152,15630,18329,15093,15856
Gross,202311,16081,15081,15819,15992,16437,16165,16145,15484,14494,15368,15269,15179,16143,15726,15335,14476,15102,15585,15919,15758,15781,15625,14907,16020,15502,15300,15315,15508,15099,14425,0
Gross,202312,17358,17547,18036,17738,17716,17645,16548,16862,16754,16655,17713,17256,16991,15904,16571,17101,17468,17291,17316,16826,15884,17578,17010,16789,16804,17016,17145,16357,19177,18526,19947
rechargeM,202301,3857961030,7620710516,11379650404,15132998112,18962264397,22577429390,26063502992,29937414835,33685566779,37494216355,41255425072,45366970602,49118444999,52635796506,56565791956,60411287864,64224352822,68009270296,71847696004,75460067251,78980829395,82888468488,86718504552,90446257896,94177959931,97807731049,101405836214,104912286696,108847167285,112696647827,116567206219
rechargeM,202302,3929397828,7835705636,11610692533,15290472375,19315221817,23210757328,27334203615,31241196560,35124518757,38870473526,42438105616,46297358838,50074350111,53946934772,57696367862,61400956370,65001162080,68472847728,72249417666,75861668593,79548140358,83177202628,86873413475,90413732035,93846168171,97526507409,101122147344,104802162682,104802162682,,
rechargeM,202303,3563441873,7350222254,10997494319,14357239482,18163970220,21790557978,25473916522,29085463947,32726069970,36255473753,39655833996,43276297243,46775394473,50322220559,53609183076,57154081043,60616563540,63874444835,67290743138,70719832349,74143283474,77610198106,81152832735,84502042172,87781578027,91324104353,94836829033,98412208276,102194460249,105920528117,109808305908
rechargeM,202304,3368765072,6573594088,9950563717,13761455766,17060423949,20387427056,23558261704,26587575771,29956797642,33195487324,36424045798,39667252120,42878149687,45875296130,48889587006,52156331317,55408000860,58707148004,61920133922,65174549834,68219654679,71195490758,74528896977,77742074499,81022506363,84206049183,87780315514,91022317264,94006703537,97503883080,0
rechargeM,202305,3358636878,7035639256,10694616962,14471710580,17932558642,21174838454,24814820671,28452056503,32073946300,35608785187,39147054460,42571370159,45866950923,49565855909,53039188610,56667201267,60233300952,63822408700,67172619986,70459365647,74014551958,77489795502,81019647288,84569770174,88194097453,91676712370,95057969379,98819522659,102499343424,106208836150,109815205433
rechargeM,202306,3722105358,7281532942,10630846066,14189391724,17605573081,21209507791,24732358281,28370806557,31821016930,35162321569,38852302266,42449478468,46123542922,49845387620,53511416646,56971619214,60338633498,64016458411,67524573135,71042359796,74573617988,78129173596,81622173772,84986075991,88639738532,92296412370,95938770385,99588389483,103333663125,106964889702,0
rechargeM,202307,3563130531,7418684862,11205629780,14947518662,18603033213,22262190353,25841928679,29240630509,33079104659,36623145194,40272775777,43895830660,47606699858,51176883935,54500698014,58277218501,62012754797,65768061948,69424629500,73134853503,76737404570,80174181346,83972846655,87770439996,91566188027,95268666523,99049716189,102670087487,106070734147,110009201316,114065078848
rechargeM,202308,4007805031,7954031346,11892418494,15533337322,19066557901,22981987715,26865285510,30780775813,34601498205,38438088616,42137298353,45575566652,49501679557,53305507773,57225210963,61035004151,64934885453,68550843502,72029983965,76087496154,79728896472,83672831725,87330835747,91104100327,94685562303,98185168931,102048903888,105861199923,109695140038,113578416188,117470861508
rechargeM,202309,3761298397,7303516285,11287211108,15254337604,19356278025,23274904676,27229360929,30974350981,34548698461,38531089311,42379992261,46291679418,50049992734,53888815773,57591836577,61187488441,65164080550,68995554453,72801443169,76562833037,80328431023,83980772597,87471580515,91343931527,95148284630,99123519830,102899434989,106773578077,110443537641,113995473285,0
rechargeM,202310,4185242993,8214086618,12344268521,16260815971,20260969760,24070596139,27641379745,31762107216,35448172642,39288568080,43072843743,46862589571,50600148449,54064657902,58018273615,61987122867,66043353471,69840080891,73561577431,77452515681,81150368354,85223680794,89175966294,93233129272,97067140881,100996518442,104768026604,108378380581,112418966341,116417443900,120666340187
rechargeM,202311,4153875708,8262129376,12082991079,15755216482,19924579810,23981262437,28254415110,32082326426,36092771713,39887060068,43478507588,47604401544,51531334432,55740044147,59656965385,63720314004,67555113245,71094968516,75171302503,79142934936,83287588034,87235518790,91238787315,95006856438,98661596233,102775233461,106827699541,111215336666,115369073010,119639008420,0
rechargeM,202312,4099601276,7844792448,12206214386,16501677049,20913158376,25152193832,29448425579,33382054562,37052924563,41204877930,45094868196,49474487617,53577854931,57777258890,61698666761,65470708606,69947486767,74343446315,78974714527,83486981240,88233471820,93010063451,97735398251,103225497937,107643767996,111762365748,115926896676,120054792329,124010023338,127891991988,132856791180
